Ind	Individual	Group	n_Group	FisrtDate	n_Day	StartTime	Daily_SongRate	SongLen	SylperSong	RepetitionRate	slope
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.944750547	13	4.414635396	-1.457771456
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	5.905952394	32	5.418262435	0.005846635
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.303764164	27	6.273577958	-0.787628426
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.983163297	26	6.52747529	0.13386724
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.829716563	29	6.004493146	-0.902015092
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.347981811	22	6.571122917	-0.169551952
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.868764222	12	6.421355814	-1.256096337
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.360975087	14	5.92975338	-1.614760749
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.451961398	22	6.373188302	-1.644420873
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.369523823	13	5.486334373	-2.060965515
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.211496592	15	6.78273711	0.526106146
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.89587301	18	6.215742174	-1.122348283
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.038832188	12	5.885722264	-0.883854188
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.122437596	23	7.366039926	-0.60645566
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.028412759	13	6.408951995	-0.340609623
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.638197303	12	7.325124989	-1.106263944
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.072358251	19	6.184174647	-0.699148948
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.787006736	13	7.27473475	-0.786440478
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.611780047	25	6.921794703	-0.501684669
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.454194903	16	6.519449608	-2.134719446
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.549444497	16	6.275876969	0.377727492
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.338106632	15	6.415447351	-1.591816864
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.68400234	10	5.938234029	-0.800609787
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.617947936	12	7.416802316	-0.479466282
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.826371908	25	6.533604312	-0.89091865
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.266927361	25	5.859017012	0.141944624
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.861950099	27	6.991286605	-0.480726663
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.209149659	22	6.855398576	-0.943445075
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.810351491	12	6.628547031	-0.323088312
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.081065714	20	6.491260445	-0.37013252
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.744058907	14	8.0272518	0.002106369
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.544580519	17	6.68086542	-1.862384464
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.183412731	15	6.869979179	-1.338772379
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.81205219	18	6.401019178	-0.137133395
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.574705184	17	6.602697703	-0.61737791
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.05566895	11	5.351056161	-0.132589209
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.198299289	14	6.368559582	-0.675428277
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.642120123	26	5.600889101	0.141960705
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.754319668	14	7.98030157	-1.728230017
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.85743767	25	6.48098612	0.301406533
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	6.310147405	35	5.546621617	-0.249743818
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.881587386	24	6.183037405	-0.145426934
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.139149666	11	5.142230193	-0.240219695
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.684705257	28	5.976896829	-0.647279943
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.480430841	16	6.450492282	0.111282447
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.583741426	23	6.417873742	-1.003021594
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.503378689	33	7.327831452	-0.597099136
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.807585001	13	7.191916282	-1.006984924
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.53479588	17	6.706654422	-0.251106803
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.2820521	16	7.011233443	-0.877751019
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.806836665	21	7.481732109	-0.796275633
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.496768653	19	5.433587945	-0.16133383
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.716394544	29	6.14876464	0.353274249
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.748446703	17	6.185311864	-0.403085075
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.065090716	14	6.779363198	0.617381
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.08632648	21	6.804205627	0.257034399
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.210838974	16	7.237071624	-0.533178546
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.650748312	9	5.452072816	0.488242122
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.970839024	16	8.118369795	-0.522566908
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.90116775	12	6.311910139	-1.160076462
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.856530666	25	5.147707637	-0.285487514
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.278197289	16	7.023096762	0.183545058
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.721836746	16	5.878383421	0.135763847
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.255907059	29	6.814058578	-0.395138091
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.873117864	19	6.613024908	-0.448545609
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.848469436	17	5.968117398	-0.600324265
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.219455838	21	6.522841454	-0.442882142
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	6.316133797	39	6.17466337	-0.718856456
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.948117852	17	5.766390915	-1.201899642
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.555283427	9	5.786726614	-1.826553052
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.212721109	10	4.519322366	-0.89461288
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.099739194	19	6.129547943	0.153625142
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.200328767	14	6.362685526	0.068066937
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.481848121	13	5.23803205	-1.007064368
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.990600884	21	7.022000198	0.381533289
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.75919497	20	7.248491033	-0.554779171
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.089331031	15	7.17933146	0.291446144
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.609092951	16	6.132399382	-0.453679544
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.609546542	13	8.076809001	-0.634558702
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.269262969	16	7.050747408	-0.605436397
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.698582828	12	7.06471289	-0.790727262
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	5.731258512	36	6.281342907	-0.508160727
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.990929782	26	6.514772601	-0.808544066
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	5.414591789	35	6.46401453	-0.23072385
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.046893358	20	6.564063014	-0.838810033
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.716145158	12	6.992415499	-1.04619759
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.670566916	17	6.365689583	-0.579598838
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.644297004	23	6.311230939	-0.97605114
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.519512475	16	6.35043492	-0.527863893
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.838968277	32	6.61297991	-0.395373138
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.228186011	28	6.622225211	-0.612167484
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	5.398390055	37	6.853895259	-0.11523621
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.649024904	18	6.794953107	-0.793454205
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	1.546712041	9	5.818794812	0.305571903
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	5.511938691	39	7.075550398	-0.146904043
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	5.924886584	38	6.413624879	0.500489516
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.385975063	19	5.611382142	0.104164054
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.82656467	20	7.075727018	-0.245881631
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.610612154	28	6.072946295	-0.146307303
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.235135913	16	7.158401378	-0.074261341
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.795839012	20	7.153487707	-0.548914205
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	6.352823079	39	6.13900301	-0.65259508
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.924410462	32	6.498239788	-0.82418927
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.448458016	30	6.743909888	0.200359547
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	2.267233551	13	5.733860103	0.136759047
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	5.678922892	35	6.163140558	-0.223549361
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.356507957	21	6.256502374	0.079676254
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.397267461	20	5.88708432	0.484105578
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.9989115	23	5.751565145	-0.636529554
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.102222204	23	7.414040158	0.074964915
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.977641821	30	7.542157225	-0.419305399
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.801496625	29	6.039783481	0.241863801
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	3.815306067	26	6.814656423	-1.165838538
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	5.801167846	35	6.033267944	-0.226655437
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	7.625181317	44	5.770354588	0.66409708
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.667369604	32	6.856110125	-0.328676386
b3	3	T7d	1	2014/11/25	4	2014/11/29	1.369225348	4.312063456	27	6.261503403	-0.197810549
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.376496673	23	9.678111594	0.883200656
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.378492057	19	5.623810765	0.060903819
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.922165573	22	5.60914617	-0.897805715
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.608786821	23	6.373332962	-0.229784709
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.929909348	10	5.181590528	-0.994181681
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	5.349625826	32	5.981726768	-0.051677164
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.954580426	13	6.651043787	-1.380547948
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.823424101	13	7.129443992	0.017876024
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.605385423	13	8.097743891	-0.247094237
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	5.124909282	29	5.65863675	0.485532753
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	5.90310663	37	6.267886101	-0.496171024
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.24248302	20	6.168112486	-0.611743374
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	5.677970529	31	5.459697236	-0.866531826
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	5.048492014	24	4.753894813	-0.685516941
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.511746049	16	4.556138108	-0.41993949
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	5.889682531	38	6.451960661	-0.695837774
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	5.41452384	34	6.279407203	0.506454591
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	4.652766407	28	6.017925155	-0.313861427
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.269149661	23	7.035468665	0.388633654
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	4.066712022	23	5.655674628	-0.327637765
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.551133811	8	5.157517643	-0.306396186
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.084875226	13	6.235385139	-0.516199373
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.668764174	9	5.393212618	0.326436325
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.281870723	22	6.703493787	0.129123915
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	4.40116781	30	6.816372675	-0.456956185
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.287834466	21	6.387182877	-0.112391085
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	7.22049886	46	6.370750954	-0.360405844
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.474739194	23	6.619201821	-1.051201124
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.545260727	22	6.205467437	-0.015297278
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.702324271	18	6.660932661	-0.096398228
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.045748293	17	5.581551186	-1.153425833
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.8092857	12	6.63245169	-0.825394003
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.54763031	16	6.280346068	1.1194513
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.110884309	16	7.579761682	-1.499269367
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.820793748	12	6.590532296	-1.125491986
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	6.49832201	42	6.463206953	-0.382917131
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.443276644	16	6.548583044	-1.095237169
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.034308374	12	5.898810698	-0.793078205
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.470997751	16	6.475117185	-1.213603775
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.592902422	12	7.53341814	0.082068671
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.567029476	11	7.019650981	-0.219430587
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.137925208	15	7.016148155	-0.510692897
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.840362847	14	7.607195518	-0.72405915
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.27673471	12	5.27070631	-0.569942075
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.982936502	20	6.704802462	-1.028147144
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.108106613	21	6.756524989	0.147315196
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	5.481167793	36	6.567943431	-0.273488709
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	4.233945608	29	6.849403059	-0.99228974
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.929183662	27	6.871656385	-1.241322077
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.987721086	20	6.694065285	-0.387716292
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.256553173	15	6.647306245	-0.689315137
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	9.363412738	60	6.407920027	-0.485929315
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	4.827573776	32	6.628588497	-0.639280835
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.036961496	21	6.91480614	-0.639224608
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.112505674	20	6.425691097	-0.893776373
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.436360598	17	6.977620643	-1.188207228
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.04902488	20	6.559474188	-0.607019985
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.440884352	16	6.55500126	-1.196790783
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.98744899	11	5.534733245	0.034859741
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.894569099	12	6.33389408	-1.397709234
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.244875252	22	6.779921658	0.190236689
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	4.056326509	25	6.163211947	-1.557639836
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	4.67064625	30	6.42309402	-1.064879375
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.969092965	12	6.094176462	-1.52294387
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	1.674126983	10	5.973262544	1.116226912
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.845952392	18	6.324772	0.075867296
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	4.663514733	32	6.8617774	-0.482962607
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.046031773	14	6.842513486	0.257702803
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	4.133673429	28	6.773636205	-0.329539471
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	5.438684881	35	6.435379281	-0.489530081
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	5.363117874	37	6.898971992	-0.875476166
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	3.634399056	24	6.60356764	-0.593655186
b3	3	T7d	1	2014/11/25	5	2014/11/30	3.033255681	2.906609952	20	6.880868203	-1.097739853
